city,year,min_mag,max_mag,frequency,population
datu blah t. sinsuat,2020,2.2,3.1,3,34762
datu blah t. sinsuat,2021,1.6,4.6,19,37130
datu blah t. sinsuat,2022,1.5,5.9,47,39628
datu blah t. sinsuat,2023,1.5,4.1,35,42256
datu blah t. sinsuat,2024,1.7,4.9,31,45021
datu blah t. sinsuat,2025,1.5,4.2,41,47909
datu paglas,2020,1.8,2.7,13,31630
datu paglas,2021,2.3,2.5,3,32280
datu paglas,2022,1.8,3.5,6,32925
datu paglas,2024,1.7,3.8,6,34204
datu paglas,2025,2.5,2.8,2,34836
datu piang,2021,1.8,2.1,2,23508
datu salibo,2024,2.0,2.6,2,15334
datu unsay,2021,2.4,2.4,1,12073
dauin,2020,2.6,3.3,2,29727
dauin,2021,2.1,2.1,1,30097
dauin,2022,2.3,2.3,1,30460
dauin,2025,1.7,1.7,1,31499
dauis,2023,1.7,1.7,1,53237
dauis,2025,1.9,1.9,1,54457
davao city,2020,1.7,3.2,22,1827910
del carmen,2020,1.4,3.7,25,19484
del carmen,2021,1.5,3.4,26,19703
del carmen,2022,1.6,3.4,18,19921
del carmen,2023,1.3,3.4,40,20139
del carmen,2024,1.4,3.0,36,20355
del carmen,2025,1.4,2.9,29,20570
del gallego,2021,1.9,1.9,1,27659
del gallego,2022,2.1,2.1,1,28001
del gallego,2023,1.5,4.0,10,28332
del gallego,2024,1.4,1.4,1,28653
del gallego,2025,1.5,2.0,5,28960
diadi,2021,1.7,1.9,2,19927
diadi,2023,1.4,1.8,2,20449
diadi,2024,1.9,2.6,2,20694
diadi,2025,1.4,1.4,1,20928
dilasag,2020,1.9,3.4,19,16020
dilasag,2021,1.7,4.1,59,16048
dilasag,2022,1.6,4.1,49,16072
dilasag,2023,1.5,3.5,23,16093
dilasag,2024,1.6,4.2,34,16111
dilasag,2025,1.4,3.9,52,16126
dimasalang,2020,2.8,4.4,2,26831
dimasalang,2021,2.7,3.7,8,26919
dimasalang,2022,2.5,5.0,7,26993
dimasalang,2023,2.0,5.0,21,27053
dimasalang,2024,2.1,3.1,7,27099
dimasalang,2025,2.0,2.9,6,27131
dimataling,2020,1.7,1.7,1,31541
dimataling,2024,1.4,2.0,2,32588
dimiao,2023,1.6,1.6,1,14492
dimiao,2024,1.5,2.2,3,14513
dimiao,2025,1.9,1.9,1,14534
dinagat,2020,1.5,3.6,16,10645
dinagat,2021,1.7,2.8,14,10649
dinagat,2022,1.7,3.1,10,10653
dinagat,2023,1.6,3.0,7,10658
dinagat,2024,1.3,2.5,6,10662
dinagat,2025,1.4,5.3,10,10668
dinalungan,2020,1.7,3.9,30,11640
dinalungan,2021,1.5,4.0,43,11682
dinalungan,2022,1.5,3.7,41,11717
dinalungan,2023,1.3,3.3,32,11744
dinalungan,2024,1.6,3.6,25,11764
dinalungan,2025,1.4,4.1,46,11776
dinalupihan,2020,2.2,2.5,2,115505
dinalupihan,2021,2.0,2.0,1,116868
dinalupihan,2024,1.6,1.7,2,119750
dinapigue,2020,2.0,2.9,11,5134
dinapigue,2021,2.0,3.5,18,5150
dinapigue,2022,1.5,5.0,31,5163
dinapigue,2023,1.6,4.7,28,5173
dinapigue,2024,1.5,3.8,25,5179
dinapigue,2025,1.5,4.4,27,5181
dinas,2022,2.0,2.0,1,36125
dingalan,2020,1.7,3.7,6,27421
dingalan,2021,1.5,3.0,11,27774
dingalan,2022,1.5,2.6,14,28112
dingalan,2023,1.5,2.0,10,28438
dingalan,2024,1.2,3.0,18,28750
dingalan,2025,1.2,3.2,20,29047
dingle,2021,2.1,2.1,1,46975
dingle,2023,2.4,2.4,1,47353
dingle,2024,3.1,3.1,1,47483
dingras,2020,2.1,2.7,3,39673
dingras,2021,2.2,2.8,2,39850
dingras,2022,2.0,2.0,3,40009
dingras,2023,1.9,2.4,4,40152
dingras,2024,1.4,2.9,6,40277
dingras,2025,1.5,3.5,3,40386
dipaculao,2020,1.4,1.9,2,31736
dipaculao,2022,1.6,2.8,5,32405
dipaculao,2023,1.7,2.8,4,32708
dipaculao,2024,1.4,2.1,6,32992
dipaculao,2025,1.4,2.0,3,33254
diplahan,2020,2.8,2.8,1,33613
diplahan,2025,1.6,1.6,1,34133
divilacan,2020,1.6,4.0,22,6309
divilacan,2021,1.9,3.9,23,6430
divilacan,2022,2.0,3.3,21,6549
divilacan,2023,2.1,3.5,11,6667
divilacan,2024,1.5,4.1,50,6782
divilacan,2025,1.5,3.8,16,6896
dolores,2020,2.2,4.7,72,30040
dolores,2021,2.0,3.5,24,30224
dolores,2022,1.5,4.6,162,30393
dolores,2023,1.9,4.5,75,30545
dolores,2024,1.5,5.1,126,30682
dolores,2025,1.7,4.4,66,30803
don carlos,2020,2.2,2.8,3,69005
don carlos,2021,2.9,4.1,2,69271
don carlos,2022,2.3,2.3,1,69484
don carlos,2023,1.8,2.2,2,69646
don carlos,2024,2.1,3.3,2,69756
don marcelino,2020,1.6,6.4,167,47121
don marcelino,2021,1.6,5.2,125,47544
don marcelino,2022,1.9,4.6,62,47934
don marcelino,2023,1.8,4.5,92,48291
don marcelino,2024,1.6,5.2,135,48616
don marcelino,2025,1.5,4.0,98,48907
donsol,2020,2.6,3.3,5,51858
donsol,2021,2.4,4.8,7,52191
donsol,2022,2.6,4.1,4,52490
donsol,2023,2.2,2.5,2,52754
donsol,2024,1.4,4.5,6,52985
donsol,2025,1.2,4.3,9,53181
doña remedios trinidad,2020,1.4,3.3,12,24913
doña remedios trinidad,2021,1.5,1.5,1,25219
doña remedios trinidad,2022,1.5,2.7,3,25473
doña remedios trinidad,2023,1.4,2.7,4,25676
doña remedios trinidad,2024,1.1,2.4,9,25828
doña remedios trinidad,2025,1.5,3.3,2,25928
duero,2020,1.6,2.7,5,18098
duero,2021,2.0,2.4,2,18140
duero,2022,2.1,2.1,1,18180
duero,2023,1.7,1.7,1,18220
duero,2024,1.2,1.2,1,18258
dulag,2020,2.2,2.2,1,52493
dulag,2023,2.1,2.2,2,55927
dulag,2024,1.2,3.8,14,57119
dulag,2025,1.6,2.8,8,58329
dumalinao,2023,1.5,1.5,1,32627
dumalinao,2024,1.3,1.3,1,32657
dumalneg,2020,1.9,2.5,4,3267
dumalneg,2021,2.3,2.4,2,3332
dumalneg,2022,1.9,3.4,10,3397
dumalneg,2023,1.5,3.8,21,3461
dumalneg,2024,1.3,3.5,22,3525
dumalneg,2025,1.4,4.0,16,3589
dumangas,2021,2.8,2.8,1,71465
dumangas,2023,2.6,2.6,1,71991
dumangas,2024,1.7,2.3,4,72165
dumangas,2025,1.4,2.4,7,72278
dumanjug,2020,2.1,2.1,1,55569
dumanjug,2025,1.8,1.8,1,59120
dumarao,2025,2.4,2.4,1,50620
dumingag,2020,1.4,4.3,15,48162
dumingag,2021,2.0,3.6,10,48254
dumingag,2022,1.8,3.1,6,48330
dumingag,2023,1.6,4.2,41,48390
dumingag,2024,1.5,4.0,10,48434
dumingag,2025,1.2,3.3,9,48460
dupax del norte,2021,1.8,1.8,1,29368
dupax del norte,2022,1.7,1.9,3,29612
dupax del norte,2025,3.0,3.0,1,30228
dupax del sur,2021,1.7,1.7,1,20023
dupax del sur,2022,1.6,1.6,1,20127
dupax del sur,2023,2.0,2.0,1,20216
echague,2021,1.9,1.9,1,83165
echague,2025,1.6,1.6,1,84904
enrile,2020,2.4,2.4,1,39101
enrile,2025,2.0,2.0,1,41990
enrique villanueva,2020,1.8,1.8,1,6232
enrique villanueva,2022,2.1,2.1,1,6261
enrique villanueva,2023,2.3,2.3,1,6271
enrique villanueva,2025,1.9,2.4,2,6281
esperanza,2020,1.5,3.0,42,19447
esperanza,2021,2.1,2.8,18,19598
esperanza,2022,1.6,2.7,24,19740
esperanza,2023,1.4,3.2,30,19873
esperanza,2024,1.5,5.2,93,19997
esperanza,2025,1.5,4.0,72,20111
estancia,2025,1.7,1.7,1,59582
famy,2021,1.8,1.8,1,18044
famy,2022,1.7,1.7,1,18243
famy,2023,2.0,2.0,1,18429
ferrol,2023,2.0,3.9,23,7152
ferrol,2024,1.4,1.9,2,7166
ferrol,2025,1.2,2.7,3,7178
flora,2020,2.2,2.2,1,17789
flora,2021,1.9,3.0,4,17845
flora,2022,1.8,2.6,4,17892
flora,2023,1.5,3.6,6,17931
flora,2024,1.5,2.7,4,17961
flora,2025,1.5,4.4,6,17982
floridablanca,2022,2.0,2.0,1,144914
floridablanca,2025,1.8,2.0,2,151312
gainza,2021,2.6,2.6,1,12137
gainza,2023,1.8,2.3,3,12388
gainza,2024,2.0,2.8,2,12506
galimuyod,2023,2.5,3.1,2,11672
gamay,2020,2.5,2.5,1,24218
gamay,2021,2.5,2.9,2,24319
gamay,2022,2.2,2.9,3,24405
gamay,2023,2.1,3.6,3,24477
gamay,2024,2.0,3.8,8,24535
gamay,2025,1.9,4.7,10,24578
gamu,2021,2.6,2.6,1,30923
gamu,2024,2.0,3.3,2,31171
ganassi,2024,1.7,1.9,2,27951
ganassi,2025,1.6,2.2,3,28567
gandara,2022,2.2,2.2,1,37094
gandara,2024,1.4,2.6,6,37710
gandara,2025,1.5,1.5,2,37991
garchitorena,2020,1.7,3.4,5,28441
garchitorena,2021,2.3,4.0,5,28689
garchitorena,2022,1.8,2.8,8,28922
garchitorena,2023,1.5,3.3,7,29141
garchitorena,2024,1.4,3.3,10,29346
garchitorena,2025,1.5,4.4,8,29535
garcia hernandez,2020,1.6,3.4,4,25085
garcia hernandez,2021,1.5,3.2,5,25234
garcia hernandez,2022,2.5,2.5,1,25371
garcia hernandez,2023,2.0,2.3,2,25498
garcia hernandez,2024,2.6,3.7,2,25615
gasan,2021,1.8,1.8,1,36521
gasan,2022,1.9,2.7,2,36821
gasan,2023,1.4,3.0,8,37125
gasan,2024,1.4,2.6,5,37435
gasan,2025,1.7,2.1,5,37748
gattaran,2020,2.5,2.5,1,58668
gattaran,2021,1.8,3.4,7,58959
gattaran,2023,1.8,2.9,4,59423
gattaran,2024,2.1,2.1,1,59598
gattaran,2025,2.2,2.2,1,59733
general luna,2020,1.3,4.2,614,27579
general luna,2021,1.5,4.1,544,27754
general luna,2022,1.4,5.1,396,27914
general luna,2023,1.3,4.8,582,28060
general luna,2024,1.3,5.6,654,28191
general luna,2025,1.2,6.0,1434,28307
general macarthur,2020,1.7,2.8,6,17035
general macarthur,2021,1.8,3.0,4,17592
general macarthur,2022,2.0,5.1,11,18167
general macarthur,2023,1.8,4.4,5,18758
general macarthur,2024,2.1,2.9,7,19369
general macarthur,2025,1.6,4.8,15,19996
general mamerto natividad,2023,2.0,2.0,1,50444
general mamerto natividad,2025,1.7,1.7,1,52934
general nakar,2020,1.2,4.9,32,33673
general nakar,2021,1.5,2.4,22,34423
general nakar,2022,1.5,3.4,9,35156
general nakar,2023,1.5,3.3,9,35871
general nakar,2024,1.5,3.3,15,36570
general nakar,2025,1.3,4.6,36,37250
gerona,2020,1.4,2.6,3,91931
gerona,2022,2.0,2.0,1,93491
gerona,2023,2.0,3.7,2,94221
gerona,2024,1.9,2.7,2,94921
gerona,2025,1.9,1.9,1,95585
getafe,2023,1.9,1.9,1,34681
getafe,2025,1.5,1.6,2,35277
gigaquit,2020,2.7,3.0,2,22824
gigaquit,2021,2.1,2.9,4,23232
gigaquit,2022,2.2,2.2,1,23643
gigaquit,2023,1.6,3.3,4,24057
gigaquit,2024,1.7,3.0,3,24476
gigaquit,2025,1.5,2.7,10,24896
gigmoto,2020,2.1,3.3,11,8586
gigmoto,2021,2.0,3.4,13,8618
gigmoto,2022,2.2,4.2,13,8646
gigmoto,2023,2.0,6.2,41,8670
gigmoto,2024,1.7,5.1,37,8690
gigmoto,2025,1.8,3.4,14,8706
giporlos,2020,2.7,3.1,3,14526
giporlos,2021,1.8,2.9,3,14787
giporlos,2022,2.4,4.7,4,15053
giporlos,2023,1.9,2.6,4,15323
giporlos,2024,1.7,3.8,7,15598
giporlos,2025,2.1,4.5,7,15877
gitagum,2020,1.6,2.7,3,16942
gitagum,2022,1.7,3.7,2,17067
gitagum,2023,3.0,3.0,2,17106
gitagum,2024,2.4,4.0,12,17130
gitagum,2025,1.6,2.3,4,17138
glan,2020,1.5,6.1,68,128909
glan,2021,1.8,4.4,24,130862
glan,2022,2.0,2.9,7,132746
glan,2023,1.4,5.0,107,134556
glan,2024,1.4,4.6,74,136302
glan,2025,1.6,2.9,27,137970
gloria,2021,2.0,3.1,2,48472
gloria,2022,2.5,2.5,2,48942
gloria,2023,2.0,2.2,3,49381
gloria,2025,1.4,1.7,7,50170
godod,2022,1.6,2.6,4,17804
godod,2023,1.4,2.4,7,17831
godod,2024,1.3,2.0,4,17850
godod,2025,1.4,3.1,7,17863
gonzaga,2020,1.7,3.7,23,41497
gonzaga,2021,2.1,3.6,12,41956
gonzaga,2022,1.5,3.6,18,42391
gonzaga,2023,1.6,4.5,26,42804
gonzaga,2024,1.7,2.5,10,43194
gonzaga,2025,1.4,3.5,15,43559
governor generoso,2020,1.4,6.6,615,59844
governor generoso,2021,1.8,7.1,543,60699
governor generoso,2022,1.5,5.6,226,61520
governor generoso,2023,1.4,5.4,345,62304
governor generoso,2024,1.5,6.0,442,63056
governor generoso,2025,1.5,5.3,325,63771
gubat,2020,1.6,1.6,1,61747
gubat,2023,3.2,3.2,1,62594
gubat,2025,1.8,3.8,3,62951
guimba,2022,2.2,2.2,1,139734
guimba,2023,1.8,1.8,1,143070
guimba,2024,1.5,2.2,3,146488
guimba,2025,1.2,3.0,2,149969
guimbal,2020,2.2,2.6,2,34827
guimbal,2021,2.0,3.5,5,35006
guimbal,2022,2.3,2.8,3,35155
guimbal,2023,1.5,2.9,5,35275
guimbal,2024,1.9,2.8,5,35366
guimbal,2025,1.5,4.4,7,35427
guinayangan,2020,1.3,3.0,2,48666
guinayangan,2021,1.7,2.4,4,49290
guinayangan,2022,2.2,2.3,2,49885
guinayangan,2023,1.4,1.8,2,50451
guindulman,2020,2.3,2.3,1,32873
guindulman,2022,2.2,2.2,1,33041
guindulman,2023,1.8,2.6,3,33120
guindulman,2024,1.5,1.5,1,33197
guindulman,2025,1.8,3.1,2,33271
guinobatan,2024,1.8,1.8,1,93277
guinsiliban,2024,2.5,2.5,1,7486
guipos,2023,1.7,1.7,1,21153
guipos,2025,2.0,2.0,1,21192
guiuan,2020,1.6,4.6,52,58883
guiuan,2021,2.0,4.0,19,60160
guiuan,2022,2.0,4.4,34,61464
guiuan,2023,2.0,4.1,22,62794
guiuan,2024,1.8,5.0,14,64155
guiuan,2025,1.8,4.3,36,65539
gumaca,2020,1.8,1.8,1,78074
gutalac,2020,1.8,3.7,11,36247
gutalac,2021,2.1,2.1,1,36535
gutalac,2022,1.5,3.4,17,36811
gutalac,2023,1.4,3.8,10,37074
gutalac,2024,1.5,3.9,10,37325
gutalac,2025,1.3,2.5,7,37563
hadji mohammad ajul,2020,3.8,3.8,1,21371
hadji mohammad ajul,2021,2.4,3.6,3,21807
hadji mohammad ajul,2022,2.1,2.5,4,22249
hadji mohammad ajul,2023,2.0,2.9,4,22696
hadji mohammad ajul,2024,2.2,2.9,2,23150
hadji mohammad ajul,2025,1.5,2.2,2,23608
hadji muhtamad,2021,3.5,3.5,1,36047
hadji muhtamad,2025,1.9,3.2,2,45842
hagonoy,2020,1.4,3.6,4,132436
hagonoy,2021,3.6,3.6,2,132792
hagonoy,2022,2.4,2.4,2,133087
hagonoy,2023,1.7,1.7,2,133321
hagonoy,2024,1.7,2.0,4,133493
hagonoy,2025,1.5,2.6,6,133604
hamtic,2021,2.7,2.7,1,50993
hamtic,2025,1.7,1.9,2,52075
hernani,2020,2.1,4.8,32,9017
hernani,2021,2.0,4.4,32,9109
hernani,2022,1.7,4.6,71,9203
hernani,2023,1.9,5.6,47,9298
hernani,2024,2.0,5.1,42,9394
hernani,2025,1.5,5.3,118,9490
hilongos,2020,2.4,2.4,1,69460
hilongos,2021,3.3,3.3,1,70753
hilongos,2022,1.6,3.0,3,72067
hilongos,2023,1.7,2.7,4,73402
hilongos,2024,1.6,1.9,2,74762
hinabangan,2020,1.6,3.0,13,14493
hinabangan,2021,2.0,2.9,7,14640
hinabangan,2022,1.7,2.4,5,14780
hinabangan,2023,1.8,2.2,2,14913
hinabangan,2024,1.5,3.0,15,15040
hinabangan,2025,1.3,3.4,14,15159
hinatuan,2020,1.5,5.7,229,40871
hinatuan,2021,1.4,4.9,178,41003
hinatuan,2022,1.5,4.7,156,41108
hinatuan,2023,1.2,7.4,2130,41187
hinatuan,2024,1.2,5.7,1296,41240
hinatuan,2025,1.3,4.6,263,41267
hindang,2022,1.6,1.9,2,21561
hindang,2024,2.4,2.4,1,21745
hingyon,2022,2.1,2.1,1,9453
hinigaran,2024,2.1,3.0,3,88864
hinigaran,2025,2.1,2.3,3,89049
hinunangan,2020,1.9,3.3,27,31520
hinunangan,2021,1.9,3.8,29,31846
hinunangan,2022,1.8,3.6,26,32176
hinunangan,2023,1.6,3.7,31,32510
hinunangan,2024,1.4,3.5,15,32849
hinunangan,2025,1.5,4.3,67,33191
hinundayan,2020,1.5,3.4,24,12669
hinundayan,2021,1.8,3.5,21,12749
hinundayan,2022,1.8,2.2,4,12830
hinundayan,2023,2.0,4.4,8,12912
hinundayan,2024,1.8,3.5,12,12995
hinundayan,2025,1.6,3.7,27,13079
hungduan,2020,3.1,3.1,1,9582
hungduan,2021,2.9,2.9,1,9608
hungduan,2022,1.9,2.0,2,9630
hungduan,2023,1.4,2.8,3,9649
hungduan,2024,1.7,2.0,2,9663
hungduan,2025,1.7,3.8,7,9674
ibaan,2020,2.2,2.2,1,57360
ibaan,2025,1.5,1.5,1,61862
ibajay,2020,3.2,3.2,1,53149
ibajay,2025,2.6,2.6,1,56938
igbaras,2020,3.1,3.1,1,32879
igbaras,2022,2.9,2.9,1,33157
igbaras,2023,2.0,2.7,2,33253
igbaras,2025,1.5,1.5,1,33364
ilog,2020,1.9,1.9,1,59340
ilog,2022,2.1,2.8,3,59972
ilog,2025,1.6,2.0,2,60742
imelda,2024,2.2,2.2,1,29174
imelda,2025,1.6,1.6,1,29185
impasug-ong,2021,3.0,3.0,1,51885
impasug-ong,2022,3.1,3.1,1,52456
impasug-ong,2023,2.2,2.4,2,52996
impasug-ong,2024,2.2,3.2,4,53505
impasug-ong,2025,2.5,2.5,1,53981
inabanga,2023,1.8,2.0,2,48813
inabanga,2025,1.8,1.8,1,49300
infanta,2020,1.6,4.8,38,25508
infanta,2021,1.7,2.6,22,25654
infanta,2022,1.5,5.2,32,25787
infanta,2023,1.4,4.6,48,25905
infanta,2024,1.5,2.8,18,26010
infanta,2025,1.4,3.2,26,26100
initao,2020,2.0,2.0,1,34826
initao,2023,2.5,2.5,1,36004
initao,2024,2.9,2.9,1,36343
initao,2025,1.7,3.8,4,36654
inopacan,2020,1.8,2.6,3,20910
inopacan,2021,2.4,2.5,2,20983
inopacan,2022,1.6,1.6,1,21056
inopacan,2023,2.0,3.6,3,21128
inopacan,2024,1.4,3.8,3,21200
inopacan,2025,1.4,3.0,7,21272
irosin,2020,1.5,1.5,1,61619
irosin,2022,2.9,2.9,1,63426
irosin,2024,3.2,3.2,1,65119
irosin,2025,2.6,2.9,2,65919
isabel,2020,3.0,3.0,1,49629
isabel,2022,2.3,2.7,2,50771
isabel,2024,1.7,2.8,3,51934
isabel,2025,1.6,1.6,1,52522
isabela,2022,1.9,2.6,3,64099
isabela,2023,1.8,1.8,1,64277
isabela,2024,2.5,2.5,1,64429
isabela,2025,2.0,2.0,1,64553
island garden city of samal,2020,2.1,4.3,4,109254
island garden city of samal,2021,1.7,3.6,9,110182
island garden city of samal,2022,1.8,3.1,21,111069
island garden city of samal,2023,1.6,4.2,14,111913
island garden city of samal,2024,1.3,3.0,29,112718
island garden city of samal,2025,1.8,3.0,14,113479
itbayat,2020,2.1,4.8,40,2771
itbayat,2021,2.4,5.6,31,2753
itbayat,2022,2.6,6.7,57,2733
itbayat,2023,2.3,5.6,32,2714
itbayat,2024,2.0,7.5,37,2696
itbayat,2025,2.0,5.0,52,2677
itogon,2020,2.2,2.3,2,62185
itogon,2021,1.6,3.0,17,62512
itogon,2022,1.8,2.3,10,62788
itogon,2023,1.4,3.0,7,63011
itogon,2024,1.8,3.3,5,63182
itogon,2025,1.4,2.8,9,63300
ivana,2023,2.4,2.4,1,1440
ivana,2024,3.6,3.6,1,1455
jabonga,2020,1.8,2.6,5,23863
jabonga,2021,1.9,4.2,10,23948
jabonga,2022,1.5,4.3,22,24015
jabonga,2023,1.9,4.0,12,24063
jabonga,2024,1.7,3.3,14,24094
jabonga,2025,1.6,4.2,14,24107
jagna,2020,2.6,2.6,1,34906
jagna,2022,1.5,1.5,1,35237
jagna,2023,2.1,2.4,2,35385
jagna,2024,1.7,2.4,3,35522
jagna,2025,2.0,2.0,1,35648
jala-jala,2020,1.9,1.9,1,33001
jala-jala,2022,1.5,1.5,1,33257
janiuay,2023,2.6,2.6,1,66400
janiuay,2025,2.0,2.0,1,66620
jaro,2020,2.2,2.2,1,46306
jaro,2021,2.1,3.1,7,46963
jaro,2022,1.9,2.3,7,47628
jaro,2023,1.5,3.6,9,48300
jaro,2024,1.6,3.2,14,48982
jaro,2025,1.6,2.5,8,49670
jasaan,2022,2.3,2.8,4,58790
jasaan,2023,3.1,3.1,1,59221
jasaan,2024,2.8,2.8,1,59605
jasaan,2025,1.7,2.9,2,59940
jiabong,2022,1.8,1.8,1,19668
jiabong,2024,1.6,1.6,1,19967
jiabong,2025,1.3,1.3,1,20103
jimalalud,2020,2.1,2.1,1,32107
jimalalud,2021,2.0,2.8,3,32306
jimalalud,2022,2.0,2.5,2,32492
jimalalud,2023,2.4,2.4,1,32666
jimalalud,2024,1.8,2.8,5,32828
jimalalud,2025,1.6,3.2,9,32977
jipapad,2020,2.0,2.1,2,8320
jipapad,2022,2.0,4.0,5,8503
jipapad,2024,1.5,5.0,8,8690
jipapad,2025,1.8,2.9,2,8785
jomalig,2020,1.4,4.8,78,7951
jomalig,2021,1.5,3.1,21,8045
jomalig,2022,1.6,3.9,39,8134
jomalig,2023,1.5,4.8,30,8218
jomalig,2024,1.3,5.3,110,8298
jomalig,2025,1.3,3.6,63,8374
jones,2020,2.6,2.6,1,46954
jones,2021,1.9,1.9,1,47125
jones,2024,1.4,1.4,1,47455
jose panganiban,2020,2.5,2.5,1,63177
jose panganiban,2021,2.2,2.2,1,63778
jose panganiban,2023,1.6,1.7,2,64860
josefina,2022,1.8,2.6,5,12652
josefina,2023,2.2,2.2,1,12764
jovellar,2020,4.2,4.2,1,17698
jovellar,2023,2.0,2.0,1,17896
juban,2022,3.0,3.3,2,34969
juban,2023,3.3,3.3,1,35269
juban,2024,3.1,3.1,1,35550
juban,2025,2.5,2.5,1,35809
julita,2022,1.7,1.7,1,17560
julita,2025,1.6,1.6,1,18733
kabacan,2021,3.7,3.7,1,96446
kabacan,2023,1.8,1.8,1,97927
kabacan,2024,1.9,1.9,1,98484
kabasalan,2021,2.1,2.1,1,46937
kabasalan,2022,1.4,2.2,10,47250
kabasalan,2023,1.4,2.0,4,47526
kabasalan,2024,1.3,2.1,14,47767
kabasalan,2025,1.4,2.4,4,47970
kabayan,2021,1.9,3.7,11,16857
kabayan,2022,1.7,1.9,3,17090
kabayan,2023,1.7,2.8,3,17312
kabayan,2024,2.1,4.5,3,17524
kabayan,2025,1.4,2.2,5,17725
kadingilan,2020,1.5,3.4,30,35133
kadingilan,2021,1.5,5.7,266,35334
kadingilan,2022,2.1,3.7,14,35509
kadingilan,2023,2.2,2.8,3,35658
kadingilan,2024,2.0,2.9,9,35782
kadingilan,2025,1.4,3.1,6,35880
kalamansig,2020,1.4,5.1,31,50518
kalamansig,2021,1.9,4.7,26,50725
kalamansig,2022,1.5,4.3,37,50901
kalamansig,2023,1.6,3.8,28,51045
kalamansig,2024,1.7,4.3,34,51158
kalamansig,2025,1.5,5.1,24,51240
kalawit,2022,1.5,2.5,5,24762
kalawit,2023,1.3,1.9,5,24890
kalawit,2024,1.5,2.4,3,25008
kalawit,2025,1.5,1.6,3,25118
kalayaan,2022,1.4,2.3,4,25746
kalayaan,2024,2.2,2.5,4,26284
kalilangan,2020,1.9,3.8,41,42980
kalilangan,2021,1.8,3.6,36,43168
kalilangan,2022,2.1,5.0,25,43323
kalilangan,2023,1.5,3.6,9,43446
kalilangan,2024,1.5,3.5,14,43537
kalilangan,2025,1.6,2.5,7,43596
kalingalan caluang,2022,3.1,3.1,1,36637
kananga,2020,1.7,3.7,21,65132
kananga,2021,1.7,3.7,19,67026
kananga,2022,1.5,3.8,30,68971
kananga,2023,1.8,4.4,13,70968
kananga,2024,1.6,4.4,16,73022
kananga,2025,1.4,3.2,26,75121
kapai,2023,2.5,2.5,1,20938
kapalong,2020,2.2,3.4,4,82319
kapalong,2021,1.8,2.5,2,83480
kapalong,2022,1.9,2.9,3,84620
kapalong,2023,2.7,2.7,1,85739
kapalong,2025,1.4,2.0,2,87916
kapangan,2020,2.7,2.7,1,19962
kapangan,2021,2.1,2.1,3,20034
kapangan,2022,1.6,3.2,5,20089
kapangan,2023,1.6,2.6,2,20127
kapangan,2024,2.2,3.2,3,20147
kapangan,2025,1.4,1.7,2,20151
kapatagan,2020,2.0,3.7,14,71220
kapatagan,2021,1.8,2.6,4,72849
kapatagan,2022,2.0,2.5,10,74453
kapatagan,2023,2.1,3.0,4,76033
kapatagan,2024,2.5,2.5,2,77592
kapatagan,2025,1.4,1.9,4,79123
kasibu,2020,2.1,2.7,3,41934
kasibu,2021,1.7,1.8,2,42745
kasibu,2022,1.6,3.1,7,43540
kasibu,2023,1.6,2.5,4,44320
kasibu,2024,1.4,2.6,7,45085
kasibu,2025,1.3,2.4,8,45832
katipunan,2020,2.0,2.0,1,46588
katipunan,2021,2.4,4.5,2,46741
katipunan,2022,1.6,2.2,3,46874
katipunan,2023,1.7,3.3,5,46990
katipunan,2024,1.5,2.9,8,47086
katipunan,2025,1.9,2.3,4,47164
kauswagan,2025,2.9,2.9,1,29373
kawayan,2020,1.9,4.8,23,20670
kawayan,2021,2.4,3.6,9,20716
kawayan,2022,2.3,3.4,13,20752
kawayan,2023,2.3,4.4,13,20776
kawayan,2024,2.4,4.1,6,20791
kawayan,2025,1.6,3.6,7,20795
kayapa,2020,1.9,1.9,1,25844
kayapa,2021,1.5,2.2,8,26236
kayapa,2022,1.6,2.4,7,26615
kayapa,2023,1.5,3.0,7,26980
kayapa,2024,1.4,3.7,11,27332
kayapa,2025,1.6,3.6,9,27670
kiamba,2020,1.4,4.7,72,66694
kiamba,2021,1.7,4.1,35,67734
kiamba,2022,1.9,5.1,37,68738
kiamba,2023,1.5,5.2,60,69705
kiamba,2024,1.4,5.2,79,70639
kiamba,2025,1.4,4.5,35,71535
kiangan,2020,2.2,2.5,2,17617
kiangan,2021,1.6,2.0,3,17713
kiangan,2023,1.8,1.9,2,17886
kiangan,2024,2.0,2.1,2,17962
kibawe,2023,2.9,2.9,1,44435
kibawe,2024,2.6,2.6,1,44936
kiblawan,2020,1.4,4.8,236,53329
kiblawan,2021,1.9,3.6,32,54280
kiblawan,2022,1.7,4.3,30,55246
kiblawan,2023,1.9,3.2,15,56229
kiblawan,2024,1.6,2.9,23,57231
kiblawan,2025,2.0,3.9,13,58247
kibungan,2020,2.0,2.0,1,17891
kibungan,2023,2.0,3.0,2,18077
kibungan,2025,1.6,1.8,2,18125
kitaotao,2020,1.7,1.7,1,51719
kitaotao,2021,2.2,2.2,1,51902
kitcharao,2020,1.5,3.7,14,19745
kitcharao,2021,1.9,3.6,26,19925
kitcharao,2022,1.7,3.7,13,20093
kitcharao,2023,1.5,3.2,14,20247
kitcharao,2024,1.4,4.2,17,20388
kitcharao,2025,1.4,3.7,21,20515
kumalarang,2022,1.9,1.9,1,28996
